league,comp,round,h_coach,h_team,h_img,h_score,a_score,a_img,a_team,a_coach,uuid,ID
REL,Season 7 Div 1,1,Ficction,Gloom & Zoom,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,2,0,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Necronomics,Horney Cricket,00391c0b,3742731
REL,Season 7 Div 1,1,Luminous,Pastry Pests,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,2,2,http://images.bb2.cyanide-studio.com/races/Picto_Bretonnia.png,Knights who said Ni,Mystaes,0038f360,3732320
REL,Season 7 Div 1,1,One30,Tadpoles in the Big City,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,2,0,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,The Saskatoon Shiners,Awesomedude54,0038f25f,3732063
REL,Season 7 Div 2,13,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,Oil Miners,Pigsofa,00000000,0
REL,Season 7 Div 2,13,Qix96,Ace Trucking Co.,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not An Anime Sports Team,ArchXL,00000000,0
REL,Season 7 Div 2,13,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Snovgard,Iron Master,00000000,0
REL,Season 7 Div 2,13,Cakengrad,Typos Happn,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Live Tree or Die Hard,Duuberman,00000000,0
REL,Season 7 Div 2,13,Golg0than,Ratz Off To Ya,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Mainland Rotters,wedge22,00000000,0
REL,Season 7 Div 2,13,zuark,Treat Kune Do,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Leafy Mustard,Grrzoot,00000000,0
REL,Season 7 Div 2,13,Ledeas,Fruity Kisses,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,S.T.E.V.E.,Yayo,00000000,0
REL,Season 7 Div 2,12,Pigsofa,Oil Miners,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Fruity Kisses,Ledeas,00000000,0
REL,Season 7 Div 2,12,zuark,Treat Kune Do,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,S.T.E.V.E.,Yayo,00000000,0
REL,Season 7 Div 2,12,Golg0than,Ratz Off To Ya,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Leafy Mustard,Grrzoot,00000000,0
REL,Season 7 Div 2,12,Cakengrad,Typos Happn,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Mainland Rotters,wedge22,00000000,0
REL,Season 7 Div 2,12,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Live Tree or Die Hard,Duuberman,00000000,0
REL,Season 7 Div 2,12,Qix96,Ace Trucking Co.,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Snovgard,Iron Master,00000000,0
REL,Season 7 Div 2,12,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not An Anime Sports Team,ArchXL,00000000,0
REL,Season 7 Div 2,11,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,Oil Miners,Pigsofa,00000000,0
REL,Season 7 Div 2,11,ArchXL,Not An Anime Sports Team,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Live Tree or Die Hard,Duuberman,00000000,0
REL,Season 7 Div 2,11,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Mainland Rotters,wedge22,00000000,0
REL,Season 7 Div 2,11,Qix96,Ace Trucking Co.,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Leafy Mustard,Grrzoot,00000000,0
REL,Season 7 Div 2,11,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,S.T.E.V.E.,Yayo,00000000,0
REL,Season 7 Div 2,11,Cakengrad,Typos Happn,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Fruity Kisses,Ledeas,00000000,0
REL,Season 7 Div 2,11,Golg0than,Ratz Off To Ya,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Treat Kune Do,zuark,00000000,0
REL,Season 7 Div 2,10,zuark,Treat Kune Do,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,Oil Miners,Pigsofa,00000000,0
REL,Season 7 Div 2,10,Ledeas,Fruity Kisses,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ratz Off To Ya,Golg0than,00000000,0
REL,Season 7 Div 2,10,Yayo,S.T.E.V.E.,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Typos Happn,Cakengrad,00000000,0
REL,Season 7 Div 2,10,Grrzoot,Leafy Mustard,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Iron Madden,Gengar,00000000,0
REL,Season 7 Div 2,10,wedge22,Mainland Rotters,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Ace Trucking Co.,Qix96,00000000,0
REL,Season 7 Div 2,10,Duuberman,Live Tree or Die Hard,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Brazzerz,Superfedtv,00000000,0
REL,Season 7 Div 2,10,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not An Anime Sports Team,ArchXL,00000000,0
REL,Season 7 Div 2,9,Pigsofa,Oil Miners,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not An Anime Sports Team,ArchXL,00000000,0
REL,Season 7 Div 2,9,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Brazzerz,Superfedtv,00000000,0
REL,Season 7 Div 2,9,Duuberman,Live Tree or Die Hard,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Ace Trucking Co.,Qix96,00000000,0
REL,Season 7 Div 2,9,wedge22,Mainland Rotters,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Iron Madden,Gengar,00000000,0
REL,Season 7 Div 2,9,Grrzoot,Leafy Mustard,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Typos Happn,Cakengrad,00000000,0
REL,Season 7 Div 2,9,Yayo,S.T.E.V.E.,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ratz Off To Ya,Golg0than,00000000,0
REL,Season 7 Div 2,9,Ledeas,Fruity Kisses,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Treat Kune Do,zuark,00000000,0
REL,Season 7 Div 2,8,Pigsofa,Oil Miners,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Ace Trucking Co.,Qix96,00000000,0
REL,Season 7 Div 2,8,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Iron Madden,Gengar,00000000,0
REL,Season 7 Div 2,8,ArchXL,Not An Anime Sports Team,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Typos Happn,Cakengrad,00000000,0
REL,Season 7 Div 2,8,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ratz Off To Ya,Golg0than,00000000,0
REL,Season 7 Div 2,8,Duuberman,Live Tree or Die Hard,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Treat Kune Do,zuark,00000000,0
REL,Season 7 Div 2,8,wedge22,Mainland Rotters,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Fruity Kisses,Ledeas,00000000,0
REL,Season 7 Div 2,8,Grrzoot,Leafy Mustard,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,S.T.E.V.E.,Yayo,00000000,0
REL,Season 7 Div 2,7,Pigsofa,Oil Miners,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Leafy Mustard,Grrzoot,00000000,0
REL,Season 7 Div 2,7,Yayo,S.T.E.V.E.,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Mainland Rotters,wedge22,00000000,0
REL,Season 7 Div 2,7,Ledeas,Fruity Kisses,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Live Tree or Die Hard,Duuberman,00000000,0
REL,Season 7 Div 2,7,zuark,Treat Kune Do,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Snovgard,Iron Master,00000000,0
REL,Season 7 Div 2,7,Golg0than,Ratz Off To Ya,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not An Anime Sports Team,ArchXL,00000000,0
REL,Season 7 Div 2,7,Cakengrad,Typos Happn,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Brazzerz,Superfedtv,00000000,0
REL,Season 7 Div 2,7,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Ace Trucking Co.,Qix96,00000000,0
REL,Season 7 Div 2,6,Pigsofa,Oil Miners,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ratz Off To Ya,Golg0than,00000000,0
REL,Season 7 Div 2,6,Cakengrad,Typos Happn,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Treat Kune Do,zuark,00000000,0
REL,Season 7 Div 2,6,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Fruity Kisses,Ledeas,00000000,0
REL,Season 7 Div 2,6,Qix96,Ace Trucking Co.,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,S.T.E.V.E.,Yayo,00000000,0
REL,Season 7 Div 2,6,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Leafy Mustard,Grrzoot,00000000,0
REL,Season 7 Div 2,6,ArchXL,Not An Anime Sports Team,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Mainland Rotters,wedge22,00000000,0
REL,Season 7 Div 2,6,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Live Tree or Die Hard,Duuberman,00000000,0
REL,Season 7 Div 2,5,Pigsofa,Oil Miners,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Typos Happn,Cakengrad,00000000,0
REL,Season 7 Div 2,5,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ratz Off To Ya,Golg0than,00000000,0
REL,Season 7 Div 2,5,Qix96,Ace Trucking Co.,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Treat Kune Do,zuark,00000000,0
REL,Season 7 Div 2,5,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Fruity Kisses,Ledeas,00000000,0
REL,Season 7 Div 2,5,ArchXL,Not An Anime Sports Team,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,S.T.E.V.E.,Yayo,00000000,0
REL,Season 7 Div 2,5,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Leafy Mustard,Grrzoot,00000000,0
REL,Season 7 Div 2,5,Duuberman,Live Tree or Die Hard,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Mainland Rotters,wedge22,00000000,0
REL,Season 7 Div 2,4,Yayo,S.T.E.V.E.,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,Oil Miners,Pigsofa,00000000,0
REL,Season 7 Div 2,4,Grrzoot,Leafy Mustard,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Fruity Kisses,Ledeas,00000000,0
REL,Season 7 Div 2,4,wedge22,Mainland Rotters,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Treat Kune Do,zuark,00000000,0
REL,Season 7 Div 2,4,Duuberman,Live Tree or Die Hard,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ratz Off To Ya,Golg0than,00000000,0
REL,Season 7 Div 2,4,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Typos Happn,Cakengrad,00000000,0
REL,Season 7 Div 2,4,ArchXL,Not An Anime Sports Team,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Iron Madden,Gengar,00000000,0
REL,Season 7 Div 2,4,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Ace Trucking Co.,Qix96,00000000,0
REL,Season 7 Div 2,3,wedge22,Mainland Rotters,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,Oil Miners,Pigsofa,00000000,0
REL,Season 7 Div 2,3,Duuberman,Live Tree or Die Hard,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Leafy Mustard,Grrzoot,00000000,0
REL,Season 7 Div 2,3,Iron Master,Snovgard,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,S.T.E.V.E.,Yayo,00000000,0
REL,Season 7 Div 2,3,ArchXL,Not An Anime Sports Team,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Fruity Kisses,Ledeas,00000000,0
REL,Season 7 Div 2,3,Superfedtv,Brazzerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Treat Kune Do,zuark,00000000,0
REL,Season 7 Div 2,3,Qix96,Ace Trucking Co.,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ratz Off To Ya,Golg0than,00000000,0
REL,Season 7 Div 2,3,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Typos Happn,Cakengrad,00000000,0
REL,Season 7 Div 2,2,Golg0than,Ratz Off To Ya,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,2,2,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Brazzerz,Superfedtv,0039c661,3786337
REL,Season 7 Div 2,2,Gengar,Iron Madden,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,1,0,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,Oil Miners,Pigsofa,0039a2d4,3777236
REL,Season 7 Div 2,2,zuark,Treat Kune Do,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,2,3,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not An Anime Sports Team,ArchXL,00399c78,3775608
REL,Season 7 Div 2,2,Ledeas,Fruity Kisses,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,2,2,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Snovgard,Iron Master,00397ebc,3767996
REL,Season 7 Div 2,2,Grrzoot,Leafy Mustard,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,3,0,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Mainland Rotters,wedge22,00397ce6,3767526
REL,Season 7 Div 2,2,Cakengrad,Typos Happn,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Ace Trucking Co.,Qix96,00000000,0
REL,Season 7 Div 2,2,Yayo,S.T.E.V.E.,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Live Tree or Die Hard,Duuberman,00000000,0
REL,Season 7 Div 2,1,Ledeas,Fruity Kisses,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,2,2,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Ace Trucking Co.,Qix96,00396a94,3762836
REL,Season 7 Div 2,1,Golg0than,Ratz Off To Ya,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,3,2,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Typos Happn,Cakengrad,00396705,3761925
REL,Season 7 Div 2,1,Yayo,S.T.E.V.E.,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,1,1,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Brazzerz,Superfedtv,00394a35,3754549
REL,Season 7 Div 2,1,Pigsofa,Oil Miners,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,1,2,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,Live Tree or Die Hard,Duuberman,0039302c,3747884
REL,Season 7 Div 2,1,zuark,Treat Kune Do,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,3,1,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Iron Madden,Gengar,00391729,3741481
REL,Season 7 Div 2,1,wedge22,Mainland Rotters,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,2,1,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Snovgard,Iron Master,0038f3ca,3732426
REL,Season 7 Div 2,1,Grrzoot,Leafy Mustard,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,1,1,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not An Anime Sports Team,ArchXL,0038f300,3732224
REL,Season 7 Div 3,13,LukeSama,Plzdont murder me,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,The Three Mountains,Kaosubaloo,00000000,0
REL,Season 7 Div 3,13,testrail,Scholarly Gentlemen,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Da Secret of My Success,Rusty Seabutter,00000000,0
REL,Season 7 Div 3,13,--Atl--,Not FDA Approved,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Lebowski Urban Acheivers,Sherdog,00000000,0
REL,Season 7 Div 3,13,RumbleBee,Howl_at_the_Moon,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Lords of Decay,Kallisti Maya,00000000,0
REL,Season 7 Div 3,13,TheDrunkernaut,Cenobite the Curb,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Skinky Island Boiz,Waeve,00000000,0
REL,Season 7 Div 3,13,Havokk,Big Green Weenies,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Human.png,ReBBRL Rousers,DrJBP,00000000,0
REL,Season 7 Div 3,13,Yoichi Hiruma,The Necromantic Newbies,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,Dimension C-137,tommytootall,00000000,0
REL,Season 7 Div 3,12,testrail,Scholarly Gentlemen,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Plzdont murder me,LukeSama,00000000,0
REL,Season 7 Div 3,12,Kaosubaloo,The Three Mountains,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not FDA Approved,--Atl--,00000000,0
REL,Season 7 Div 3,12,Rusty Seabutter,Da Secret of My Success,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Howl_at_the_Moon,RumbleBee,00000000,0
REL,Season 7 Div 3,12,Sherdog,Lebowski Urban Acheivers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Cenobite the Curb,TheDrunkernaut,00000000,0
REL,Season 7 Div 3,12,Kallisti Maya,Lords of Decay,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Big Green Weenies,Havokk,00000000,0
REL,Season 7 Div 3,12,Waeve,Skinky Island Boiz,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,The Necromantic Newbies,Yoichi Hiruma,00000000,0
REL,Season 7 Div 3,12,DrJBP,ReBBRL Rousers,http://images.bb2.cyanide-studio.com/races/Picto_Human.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,Dimension C-137,tommytootall,00000000,0
REL,Season 7 Div 3,11,LukeSama,Plzdont murder me,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Big Green Weenies,Havokk,00000000,0
REL,Season 7 Div 3,11,Yoichi Hiruma,The Necromantic Newbies,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Cenobite the Curb,TheDrunkernaut,00000000,0
REL,Season 7 Div 3,11,tommytootall,Dimension C-137,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Howl_at_the_Moon,RumbleBee,00000000,0
REL,Season 7 Div 3,11,DrJBP,ReBBRL Rousers,http://images.bb2.cyanide-studio.com/races/Picto_Human.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Not FDA Approved,--Atl--,00000000,0
REL,Season 7 Div 3,11,Waeve,Skinky Island Boiz,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Scholarly Gentlemen,testrail,00000000,0
REL,Season 7 Div 3,11,Kallisti Maya,Lords of Decay,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,The Three Mountains,Kaosubaloo,00000000,0
REL,Season 7 Div 3,11,Sherdog,Lebowski Urban Acheivers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Da Secret of My Success,Rusty Seabutter,00000000,0
REL,Season 7 Div 3,10,Rusty Seabutter,Da Secret of My Success,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Plzdont murder me,LukeSama,00000000,0
REL,Season 7 Div 3,10,Sherdog,Lebowski Urban Acheivers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,The Three Mountains,Kaosubaloo,00000000,0
REL,Season 7 Div 3,10,Kallisti Maya,Lords of Decay,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Scholarly Gentlemen,testrail,00000000,0
